ntr, 1725964
cnc, 1071739
aep, 4904
itub, 1132597
enlay, 1096200
race, 1648416
relx, 929869
meli, 1099590
prndy, 899108
snps, 883241
cmg, 1058090
emr, 32604
vmw, 1124610
adm, 7084
dvn, 1090012
trp, 1232384
orly, 898173
ecl, 31462
mnst, 865752
rsg, 1060391
su, 311337
gis, 40704
ctva, 1755672
hsy, 47111
cdns, 813672
abev, 1565025
stz, 16918
aig, 5272
bidu, 1329099
san, 891478
lhx, 202058
edu, 1372920
adsk, 769397
azo, 866787
lulu, 1397187
cof, 927628
fcx, 831259
lng, 3570
aph, 820313
ngg, 1004315
vlo, 1035002
payx, 723531
bsbr, 1471055
hmc, 715153
nxpi, 1413447
stla, 1605484
khc, 1637459
bce, 718940
exc, 1109357
enph, 1463101
tak, 1395064
kmi, 1506307
ctas, 723254
smfg, 1022837
crwd, 1535527
e, 1002242
kmb, 55785
syy, 96021
tel, 1385157
rop, 882835
trv, 86312
gld, 1222333
msi, 68505
a, 1090872
wmb, 107263
iqv, 1478242
xel, 72903
afl, 4977
mrvl, 1835632
jci, 833444
lyg, 1160106
hes, 4447
wday, 1327811
wcn, 1318220
et, 1276187
ajg, 354190
gpn, 1123360
cve, 1475260
tt, 1466258
hlt, 1585689
msci, 1408198
ing, 1039765
all, 899051
bk, 1390777
bf-a, 14693
scco, 1001838
nwg, 844150
anet, 1596532
o, 726728
psx, 1534701
mchp, 827054
bbd, 1160330
kr, 56873
ea, 712515
rivn, 1874178
carr, 1783180
pru, 1137774
bntx, 1776985
dow, 1751788
ed, 1047862
ph, 76334
apo, 1858681
nio, 1736541
vod, 839923
se, 1703399
nem, 1164727
yum, 1041061
twtr, 1418091
peg, 788784
mplx, 1552000
bcs, 312069
mfc, 1086888
alb, 915913
nue, 73309
sbac, 1034054
alc, 1167379
ctsh, 1058290
rmd, 943819
spg, 1063761
tdg, 1260221
stm, 932787
bbva, 842180
ttd, 1671933
imo, 49938
ifnny, 1107457
cpng, 1834584
sq, 1512673
wec, 783325
dlr, 1297996
well, 766704
danoy, 1048515
rost, 745732
ilmn, 1110803
gfs, 1709048
amp, 820027
dltr, 935703
iau, 1278680
biib, 875045
puk, 1116578
lvs, 1300514
keys, 1601046
es, 72741
cmi, 26172
sqm, 909037
ddog, 1561550
pcar, 75362
idxx, 874716
vrsk, 1442145
dfs, 1393612
wba, 1618921
bax, 10456
tlk, 1001807
pcg, 1004980
odfl, 878927
tu, 868675
on, 1097864
otis, 1781335
cht, 1132924
hpq, 47217
abc, 1140859
ibkr, 1381197
kkr, 1404912
mfg, 1335730
ppery, 1461748
hcmly, 948696
dell, 1571996
csgp, 1057352
ppg, 79879
mtd, 1037646
dd, 1666700
rok, 1024478
expgy, 1376891
avb, 915912
caixy, 1535628
ame, 1037868
baesy, 895564
ceg, 1868275
dnbby, 1498632
oke, 1039684
glw, 24741
wit, 1123799
nok, 924613
gww, 277135
eqr, 906107
rweoy, 939380
crh, 849395
fast, 815556
lcid, 1811210
gold, 756894
veev, 1393052
awk, 1410636
iff, 51253
oran, 1038143
cqp, 1383650
ebay, 1065088
li, 1791706
hal, 45012
frc, 1132979
cprt, 900075
lyb, 1489393
cbre, 1138118
tsn, 100493
aptv, 1521332
stt, 93751
eix, 827052
clr, 732834
sgen, 1060736
slf, 1097362
trow, 1113169
nu, 1691493
dte, 936340
dia, 1041130
rblx, 1315098
ferg, 1832433
ctra, 858470
exr, 1289490
alny, 1178670
hrl, 48465
it, 749251
dhi, 882184
zs, 1713683
mdy, 936958
fitb, 35527
fang, 1539838
zbh, 1136869
mtb, 36270
k, 55067
wegzy, 1445166
gmab, 1434265
arzgy, 1379235
zm, 1585521
caj, 16988
siri, 908937
fmx, 1061736
aee, 1002910
wy, 106535
epam, 1352010
are, 1035443
etr, 65984
ckhuy, 1637120
ftv, 1659166
fe, 1031296
cdw, 1402057
ulta, 1403568
zto, 1677250
vwdry, 1330306
efx, 33185
eric, 717826
wtw, 1140536
fnv, 1456346
len, 920760
hig, 874766
rjf, 720005
sivb, 719739
lgfry, 1554394
gwlif, 850918
invh, 1687229
dash, 1792789
tef, 814052
gpc, 40987
lnngy, 1447629
cm, 1045520
luv, 92380
ccep, 1650107
cf, 1324404
ppl, 922224
yumc, 1673358
vmc, 1396009
net, 1477333
lh, 920148
ec, 1444406
tsco, 916365
rf, 1281761
dal, 27904
rci, 733099
bkr, 1701605
ttm, 926042
payc, 1590955
anss, 1013462
mlm, 916076
codyy, 1012037
hban, 49196
mkc, 63754
dre, 783280
uri, 1067701
mro, 101778
vici, 1705696
lyv, 1335258
pfg, 1126328
poahy, 1450346
fts, 1666175
wst, 105770
cnp, 1130310
coin, 1679788
tscdy, 885834
ir, 1699150
moh, 1179929
ste, 1757898
mt, 1243429
spot, 1639920
algn, 1097149
mos, 1285785
ntrs, 73124
argx, 1697862
pwr, 1050915
pba, 1546066
vrsn, 1014473
mpwr, 1280452
cms, 811156
hei, 46619
chd, 313927
db, 1159508
ptaiy, 1455967
snap, 1564408
maa, 912595
br, 1383312
agr, 1634997
atasy, 1437775
foxa, 1754301
vtr, 740260
gib, 1061574
ix, 1070304
ui, 1511737
cah, 721371
lpla, 1397911
qsr, 1618756
pcrfy, 63271
jbht, 728535
acgl, 947484
eqt, 33213
rprx, 1802768
amcr, 1748790
wat, 1000697
podd, 1145197
syf, 1601712
aes, 874761
panw, 1327567
zi, 1794515
anyyy, 1700171
sui, 912593
dov, 29905
rol, 84839
bby, 764478
tdy, 1094285
bro, 79282
clx, 21076
teck, 886986
bgne, 1651308
holx, 859737
xyl, 1524472
iclr, 1060955
ess, 920522
dri, 940944
hpe, 1645590
plug, 1093691
elp, 1041792
fds, 1013237
tcom, 1269238
key, 91576
tsgty, 939383
grmn, 1121788
pins, 1506293
mga, 749098
pki, 31791
flt, 1175454
swks, 4127
trgp, 1389170
cnhi, 1567094
sedg, 1419612
expd, 746515
wab, 943452
mtch, 891103
expe, 1324424
bill, 1786352
mkl, 1096343
ts, 1190723
lbrda, 1611983
bmrn, 1048477
mgm, 789570
cag, 23217
cinf, 20286
cfg, 759944
pltr, 1321655
swmay, 1011218
vfc, 103379
chkp, 1015922
zbra, 877212
ryaay, 1038683
csl, 790051
umc, 1033767
iex, 832101
snmry, 1437771
evrg, 1711269
mdb, 1441816
phg, 313216
wpc, 1025378
hldcy, 811250
irm, 1020569
j, 52988
ip, 51434
ntap, 1002047
ctlt, 1596783
lsxma, 1560385
dgx, 1022079
incy, 879169
chwy, 1766502
ato, 731802
stld, 1022671
lnt, 352541
sjm, 91419
azpn, 1897982
rkt, 1805284
trmb, 864749
tw, 1758730
tyl, 860731
avy, 8818
splk, 1353283
coo, 711404
ttwo, 946581
omc, 29989
hwm, 4281
smpny, 1669414
sgioy, 1281721
hznp, 1492426
akam, 1086222
hubs, 1404655
jkhy, 779152
wpm, 1323404
iep, 813762
lkq, 1065696
etsy, 1370637
jrony, 1438077
cpb, 16732
bio, 12208
avtr, 1722482
txt, 217346
xpev, 1810997
znh, 1041668
l, 60086
fslr, 1274494
wmg, 1319161
chrw, 1043277
swk, 93556
nvr, 906163
pcty, 1591698
stx, 1137789
udr, 74208
twlo, 1447669
peak, 765880
kb, 1445930
kmx, 1170010
fmc, 37785
tpl, 1811074
ssnc, 1402436
wolf, 895419
prdsy, 1527249
ptc, 857005
ter, 97210
ebr, 1439124
ovv, 1792580
viv, 1066119
cpt, 906345
pool, 945841
gnrc, 1474735
shg, 1263043
tru, 1552033
apa, 1841666
ares, 1176948
kof, 910631
els, 895417
ndsn, 72331
ldos, 1336920
rcl, 884887
hst, 1070750
bxp, 1037540
ctxs, 877890
aci, 1646972
rgen, 730272
bg, 1144519
frfhf, 915191
nice, 1003935
cs, 1159510
kim, 879101
ccl, 815097
dpz, 1286681
cnttq, 1652499
cboe, 1374310
fhn, 36966
sjr, 932872
gddy, 1609711
entg, 1101302
bip, 1406234
pkg, 75677
ual, 100517
nlok, 849399
pkx, 889132
fico, 814547
ar, 1433270
cck, 1219601
tech, 842023
bah, 1443646
ben, 38777
atlky, 748954
vst, 1692819
chk, 895126
dar, 916540
wlk, 1262823
abmd, 815094
hubb, 48898
wrb, 11544
mas, 62996
eqh, 1333986
docu, 1261333
amh, 1562401
htht, 1483994
rpm, 110621
glpi, 1575965
wdc, 106040
emraf, 1127248
ce, 1306830
ssl, 314590
erie, 922621
ptbry, 1504122
vtrs, 1792044
wtrg, 78128
y, 775368
bouyy, 1445475
ccj, 1009001
sna, 91440
asx, 1122411
wes, 1423902
jxhly, 1487533
cea, 1030475
ni, 1111711
aer, 1378789
lw, 1679273
fnf, 1331875
ally, 40729
suz, 909327
cuk, 1125259
re, 1095073
cg, 1527166
rs, 861884
nfe, 1749723
u, 1810806
afg, 1042046
dqjcy, 1446597
tap, 24545
grab, 1855612
dt, 1773383
mmp, 1126975
nrg, 1013871
ipg, 51644
xp, 1787425
emn, 915389
tfx, 96943
ggg, 42888
icl, 941221
sbny, 1288784
snn, 845982
has, 46080
mgddy, 896076
nmr, 1163653
bldr, 1316835
nly, 1043219
bep, 1533232
wso, 105016
ewbc, 1069157
cma, 28412
bki, 1627014
ihg, 858446
aap, 1158449
zshgy, 1495686
bj, 1531152
cna, 21175
bntgy, 1533945
gl, 320335
crl, 1100682
h, 1468174
tost, 1650164
uhal, 4457
ateyy, 1158838
qgen, 1015820
ndaq, 1120193
nwsa, 1564708
acm, 868857
wrk, 1732845
bap, 1001290
nbix, 914475
wpp, 806968
lbtya, 1570585
wsm, 719955
dox, 1062579
aem, 2809
sci, 89089
swav, 1642545
reg, 910606
nlsn, 1492633
hsic, 1000228
czr, 1590895
uthr, 1082554
roku, 1428439
dks, 1089063
bhvn, 1689813
jhx, 1159152
rrx, 82811
phm, 822416
fms, 1333141
agl, 1831097
morn, 1289419
teva, 818686
bsy, 1031308
gfl, 1780232
mktx, 1278021
okta, 1660134
armk, 1584509
gshn, 1639327
lsi, 944314
srpt, 873303
bbwi, 701985
dbrg, 1679688
wms, 1604028
lamr, 1090425
cube, 1298675
nvcr, 1645113
asxfy, 1449003
dva, 927066
wsc, 1647088
ttc, 737758
qrvo, 1604778
hood, 1783879
aeg, 769218
lnvgy, 932477
zg, 1617640
bch, 1161125
jazz, 1232524
deck, 910521
mtn, 812011
hii, 1501585
tfii, 1588823
zen, 1463172
burl, 1579298
aal, 6201
zion, 109380
ffiv, 1048695
lumn, 18926
lii, 1069202
dish, 1001082
tpr, 1116132
car, 723612
app, 1751008
cday, 1725057
jnpr, 1043604
bdnny, 1446457
glob, 1557860
bz, 1842827
rexr, 1571283
cfr, 39263
aqn, 1174169
htz, 1657853
vivhy, 1127055
lnc, 59558
bwa, 908255
aiz, 1267238
manh, 1056696
whr, 106640
lu, 1816007
kep, 887225
rga, 898174
dxcm, 1093557
arcc, 1287750
dscsy, 1671750
snx, 1177394
stor, 1538990
paa, 1070423
eslt, 1027664
gtlb, 1653482
rhi, 315213
wfg, 1402388
glpey, 1385535
rdy, 1135951
masi, 937556
cbsh, 22356
remyy, 1552653
jbl, 898293
flex, 866374
g, 1398659
fnd, 1507079
aos, 91142
prymy, 1437672
oc, 1370946
slvyy, 930826
alle, 1579241
jll, 1037976
tme, 1744676
dbx, 1467623
pnw, 764622
pstg, 1474432
unm, 5513
ftnt, 1262039
uso, 1327068
adooy, 1489079
brkr, 1109354
pag, 1019849
kkoyy, 1436794
fcnca, 798941
axon, 1069183
lea, 842162
swch, 1710583
jef, 96223
oge, 1021635
logi, 1032975
mpw, 1287865
fbhs, 1519751
rrc, 315852
bsmx, 1698287
leco, 59527
aa, 1675149
knx, 1492691
grfs, 1438569
avlr, 1348036
agco, 880266
path, 1734722
casy, 726958
uelmo, 100826
chng, 1756497
uhs, 352915
dcp, 1338065
otex, 1002638
midd, 769520
hrb, 12659
dlo, 1846832
nxst, 1142417
ugi, 884614
aseky, 1450206
cms-pb, 201533
pso, 938323
dkng, 1883685
tixt, 1825155
estc, 1707753
frt, 34903
oln, 74303
swn, 7332
skm, 1015650
mat, 63276
run, 1469367
nnn, 751364
chdn, 20212
seic, 350894
wal, 1212545
five, 1177609
clf, 764065
ymm, 1838413
olpx, 1868726
celh, 1341766
gtls, 892553
pfgc, 1618673
miufy, 1447113
pen, 1321732
ivz, 914208
cold, 1455863
wynn, 1174922
achc, 1520697
see, 1012100
pcor, 1611052
clvt, 1764046
alsmy, 1062066
ggb, 1073404
pac, 1347557
s, 1583708
cgnx, 851205
che, 19584
dlb, 1308547
lad, 1023128
bsac, 1027552
jpxgy, 1600520
mdiby, 1379481
ogn, 1821825
bery, 1378992
ohi, 888491
an, 350698
mtlhy, 1446418
rba, 1046102
krtx, 1771917
musa, 1573516
pnr, 77360
xray, 818479
cacc, 885550
ttek, 831641
vips, 1529192
elan, 1739104
nwl, 814453
stwd, 1465128
voya, 1535929
exas, 1124140
cflt, 1699838
levi, 94845
rnr, 913144
gpk, 1408075
bepc, 1791863
bili, 1723690
kbr, 1357615
lscc, 855658
osh, 1564406
arw, 7536
cpri, 1530721
rkuny, 1294591
dxc, 1688568
atr, 896622
isday, 1224306
nep, 1603145
roll, 1324948
mtdr, 1520006
nov, 1021860
rl, 1037038
mhk, 851968
adt, 1703056
gfi, 1172724
yndx, 1513845
ori, 74260
afrm, 1820953
cib, 1071371
pii, 931015
ions, 874015
wcc, 929008
usfd, 1665918
legn, 1801198
fr, 921825
crcby, 1553915
wex, 1309108
pb, 1068851
mssmy, 1710864
xm, 1747748
cvna, 1690820
oukpy, 1436786
clh, 822818
edr, 1766363
accyy, 1049183
chh, 1046311
cien, 936395
asr, 1123452
dseey, 1481045
futu, 1754581
egp, 49600
alv, 1034670
nfg, 70145
nclh, 1513761
caci, 16058
cabo, 1632127
airc, 1820877
st, 1477294
iot, 1642896
thc, 70318
pnfp, 1115055
dci, 29644
chpt, 1777393
bpop, 763901
sbs, 1170858
csan, 1430162
eme, 105634
hog, 793952
coty, 1024305
sbsw, 1786909
bokf, 875357
dnb, 1799208
cnxc, 1803599
apls, 1492422
wh, 1722684
txrh, 1289460
brx, 1581068
pdce, 77877
sf, 720672
mur, 717423
ppc, 802481
gmed, 1237831
trq, 1158041
shlx, 1610466
asnd, 1612042
gntx, 355811
itt, 216228
vac, 1524358
gil, 1061894
son, 91767
uwmc, 1783398
mndy, 1845338
docs, 1516513
mtz, 15615
ffin, 36029
cybr, 1598110
hqy, 1428336
fybr, 20520
phi, 78150
mdu, 67716
byd, 906553
rcm, 1910851
wf, 1264136
qlys, 1107843
slv, 1330568
rgld, 85535
kt, 892450
gh, 1576280
wwd, 108312
halo, 1159036
irdm, 1418819
infa, 1868778
agnc, 1423689
snv, 18349
fsk, 1422183
vmi, 102729
dsgx, 1050140
fivn, 1288847
reyn, 1786431
alk, 766421
krc, 1025996
lyft, 1759509
dooo, 1748797
opch, 1014739
hun, 1307954
cw, 26324
nvst, 1757073
onon, 1858985
crsp, 1674416
sndl, 1766600
ssb, 764038
mp, 1801368
exls, 1297989
axta, 1616862
nvt, 1720635
xpo, 1166003
plnt, 1637207
gbci, 868671
timb, 1826168
ash, 1674862
skx, 1065837
hcp, 1720671
lnth, 1521036
bc, 14930
bld, 1633931
tx, 1342874
wu, 1365135
iac, 1800227
cccs, 1818201
dds, 28917
ayi, 1144215
faf, 1472787
dtm, 1842022
cae, 1173382
rh, 1528849
knsl, 1669162
lstr, 853816
pycr, 1839439
drvn, 1804745
ingr, 1046257
cc, 1627223
tmbby, 1531740
au, 1067428
ccoey, 1551467
flo, 1128928
gwre, 1528396
lite, 1633978
x, 1163302
hli, 1302215
post, 1530950
cr, 25445
synh, 1610950
medp, 1668397
fsv, 1637810
stag, 1479094
insp, 1609550
sm, 893538
exel, 939767
ida, 1057877
ozk, 1569650
tpx, 1206264
lthm, 1742924
stn, 1131383
osk, 775158
cx, 1076378
civi, 1509589
lfus, 889331
ora, 1296445
prgo, 1585364
saic, 1571123
trex, 1069878
coup, 1385867
fcn, 887936
slab, 1038074
penn, 921738
tmx, 1428875
slgn, 849869
dava, 1656081
src, 1308606
wwe, 1091907
nyt, 71691
tol, 794170
pags, 1712807
ntnx, 1618732
adc, 917251
lhcg, 1303313
sofi, 1818874
cade, 1299939
nati, 935494
tdoc, 1477449
ntla, 1652130
pri, 1475922
amg, 1004434
amc, 1411579
site, 1650729
glbe, 1835963
w, 1616707
mksi, 1049502
ehc, 785161
vno, 899689
bncdy, 1667075
qs, 1811414
orcc, 1655888
amn, 1142750
tnet, 937098
ubsi, 729986
gxo, 1852244
zlab, 1704292
saia, 1177702
m, 794367
vvv, 1674910
sgfy, 1828182
bwxt, 1486957
enlc, 1592000
wtfc, 1015328
cigi, 913353
lysdy, 1444327
am, 1623925
rli, 84246
hxl, 717605
sigi, 230557
swx, 1692115
leg, 58492
vrt, 1674101
tsem, 928876
tkr, 98362
bkh, 1130464
thg, 944695
vly, 714310
asgn, 890564
hgv, 1674168
ntra, 1604821
bxmt, 1061630
smar, 1366561
oled, 1005284
hp, 46765
tgna, 39899
asan, 1477720
sim, 887153
ryn, 52827
stvn, 1849853
expo, 851520
colm, 1050797
ensg, 1125376
docn, 1582961
bkgfy, 1447137
msa, 66570
mfa, 1055160
asai, 1834048
mtg, 876437
rog, 84748
rhp, 1040829
lpx, 60519
jsgry, 1442656
bmbl, 1830043
dna, 1830214
ipgp, 1111928
crk, 23194
gds, 1526125
iaa, 1745041
srcl, 861878
exp, 918646
jscpy, 1449005
lanc, 57515
omf, 1584207
ivr, 1437071
embk, 1827980
cytk, 1061983
ryan, 1849253
cmc, 22444
spwr, 867773
esi, 1590714
axs, 1214816
nvei, 1765159
mrtx, 1576263
crox, 1334036
irtc, 1388658
ufpi, 912767
eeft, 1029199
slm, 1032033
be, 1664703
dv, 1819928
ayx, 1689923
novt, 1076930
sfbs, 1430723
prva, 1759655
por, 784977
nycb, 910073
adrzy, 1436467
amkr, 1047127
chx, 1723089
spsc, 1092699
trno, 1476150
phys, 1477049
aqua, 1604643
cere, 1805387
mituy, 1446420
wts, 795403
lkncy, 1767582
hwc, 750577
val, 314808
wen, 30697
gbt, 1629137
bak, 1071438
ntco, 1776967
wix, 1576789
staa, 718937
pltk, 1828016
umbf, 101382
wbs, 801337
esnt, 1448893
cwen, 1567683
eva, 1592057
crus, 772406
bpmc, 1597264
seas, 1564902
shc, 1822479
msm, 1003078
algm, 866291
azihy, 1533475
psn, 275880
den, 945764
aso, 1817358
njr, 356309
dq, 1477641
wb, 1595761
syna, 817720
athm, 1527636
mq, 1522540
cwst, 911177
shop, 1594805
ogs, 1587732
unvr, 1494319
ubsfy, 1446702
tho, 730263
bxsl, 1736035
seb, 88121
pinc, 1577916
tenb, 1660280
ab, 825313
ftch, 1740915
curlf, 1756770
fti, 1681459
rng, 1384905
cig, 1157557
mgy, 1698990
nsa, 1618563
he, 354707
auy, 1264089
wtm, 776867
cbt, 16040
is, 1837430
kgc, 701818
atus, 1702780
irt, 1466085
wing, 1636222
beam, 1745999
etrn, 1747009
itci, 1567514
al, 1487712
frsh, 1544522
krg, 1286043
bl, 1666134
powi, 833640
bcpc, 9326
wns, 1356570
pnm, 1108426
jhg, 1274173
cpg, 1545851
mxchy, 1435969
sam, 949870
twks, 1866550
ait, 109563
vet, 1293135
coke, 317540
kex, 56047
iart, 917520
nsp, 1000753
four, 1794669
owl, 1823945
trtn, 1660734
cnm, 1856525
erf, 1126874
r, 85961
kss, 885639
cuz, 25232
avt, 8858
box, 1372612
awi, 7431
hae, 313143
ptcay, 1547873
bhf, 1685040
man, 871763
newr, 1448056
bfam, 1437578
ihcpf, 1508633
fele, 38725
fl, 850209
umpq, 1077771
amed, 896262
fizz, 69891
woof, 1826470
sndr, 1692063
ati, 1018963
homb, 1331520
fnb, 37808
mtsi, 1493594
tfsl, 1381668
dnp, 806628
act, 1823529
alks, 1520262
ncr, 70866
azta, 933974
laz, 1311370
pgny, 1551306
abcm, 1492074
pvh, 78239
duol, 1562088
sji, 91928
becn, 1124941
fcfs, 840489
lpl, 1290109
amrc, 1488139
dnli, 1714899
ebc, 1810546
ptct, 1070081
peco, 1476204
ambp, 1845097
altr, 1701732
msgs, 1636519
ago, 1273813
txg, 1770787
rdn, 890926
tndm, 1438133
mms, 1032220
esgr, 1363829
flr, 1124198
fn, 1408710
atkr, 1666138
nari, 1531048
oaofy, 1058255
uaa, 1336917
abg, 1144980
alsn, 1411207
gt, 42582
indb, 776901
dei, 1364250
arwr, 879407
igt, 1619762
grp-un, 1564538
cnx, 1070412
zim, 1654126
lac, 1440972
evo, 1412558
ay, 1601072
pwsc, 1835681
slfpy, 1370418
tnl, 1361658
hhc, 1498828
golf, 1672013
ccxi, 1340652
atco, 1794846
axnx, 1603756
olli, 1639300
foxf, 1424929
eurn, 1604481
evr, 1360901
alit, 1809104
calx, 1406666
aple, 1418121
ssd, 920371
spt, 1517375
fls, 30625
trip, 1526520
ncno, 1902733
fix, 1035983
bcucy, 1581285
icui, 883984
tal, 1499620
bipc, 1788348
sr, 1126956
ajrd, 40888
envx, 1828318
vc, 1111335
zd, 1084048
crc, 1609253
ucbi, 857855
pton, 1639825
appf, 1433195
wk, 1445305
apg, 1796209
cvbf, 354647
doc, 1574540
chffy, 1601994
hgty, 1840776
mli, 89439
dfihy, 871459
mmyt, 1495153
avnt, 1122976
evh, 1628908
joby, 1819848
irdey, 1530256
btg, 1429937
qdel, 1906324
bb, 1070235
tv, 912892
pbf, 1534504
tdc, 816761
ael, 1039828
sem, 1320414
cns, 1284812
cef, 1726122
brp, 1781755
sid, 1049659
gatx, 40211
go, 1771515
cbu, 723188
alrm, 1459200
nea, 1195737
vnt, 1786842
hr, 1360604
lope, 1434588
vlpny, 1378984
viav, 912093
appn, 1441683
bsm, 1621434
gps, 39911
lfst, 1845257
fhb, 36377
mmsi, 856982
pk, 1617406
onto, 704532
bku, 1504008
sun, 1552275
hri, 1364479
smci, 1375365
coop, 933136
lazr, 1758057
chgg, 1364954
sum, 1621563
abcb, 351569
txmd, 25743
esmt, 1863105
twnk, 1644406
gsat, 1366868
paas, 771992
pega, 1013857
inst, 1841804
gtes, 1718512
asmvy, 1447945
dy, 67215
onem, 1404123
wsfs, 828944
brze, 1676238
frhc, 924805
caty, 861842
fhi, 1056288
aur, 1828108
hasi, 1561894
zws, 1439288
ful, 39368
banf, 760498
unf, 717954
pacw, 1102112
rare, 1515673
cd, 1807192
cpa, 1345105
awr, 1056903
cwk, 1628369
glpg, 1421876
boh, 46195
pfsi, 1745916
dufry, 1546354
egfey, 1437178
gef, 43920
sqsp, 1496963
arlp, 1086600
eqc, 803649
aeis, 927003
srad, 1836470
asb, 7789
mnmd, 1813814
sauhy, 1451279
knbe, 1664998
pten, 889900
wd, 1497770
epr, 1045450
tcbi, 1077428
mrvi, 1823239
aval, 1504764
cwt, 1035201
sxt, 310142
vsbc, 1697884
yeti, 1670592
neu, 1282637
sbra, 1492298
nova, 1772695
sfm, 1575515
adnt, 1670541
hiw, 921082
vrns, 1361113
ale, 66756
nomd, 1651717
ppbi, 1028918
abcl, 1703057
nni, 1258602
jxn, 1822993
pch, 1338749
sig, 832988
slg, 1040971
kos, 1509991
cri, 1060822
fold, 1178879
bnl, 1424182
rpd, 1560327
aaon, 824142
sanm, 897723
livn, 1639691
hbi, 1359841
iijiy, 1090633
bzzuy, 1437774
we, 1813756
alhc, 1832466
kmpr, 860748
glng, 1207179
delky, 1361371
cvi, 1376139
kwr, 81362
fbp, 1057706
diod, 29002
jbt, 1433660
sky, 90896
vsco, 1856437
nwe, 73088
smg, 825542
acad, 1070494
matx, 3453
stne, 1745431
jwn, 72333
cort, 1088856
bowl, 1840572
ottr, 1466593
pzza, 901491
rezi, 1740332
aaww, 1135185
bdc, 913142
ibtx, 1564618
gpi, 1031203
psec, 1287032
eye, 1710155
mcw, 1853513
hi, 1417398
ssrm, 921638
cwan, 1866368
cvet, 1752836
nsit, 932696
taipy, 1716957
insm, 1104506
tmhc, 1562476
ulcc, 1670076
pegry, 1455633
smpl, 1702744
nhi, 877860
ava, 104918
cvt, 1827075
lspd, 1823306
xrx, 1770450
pslv, 1494728
lcii, 763744
vicr, 751978
tcn, 1584425
nvg, 1090116
impjy, 1437538
azek, 1782754
ofc, 860546
jbgs, 1689796
btegf, 1279495
calm, 16160
onb, 707179
omab, 1378239
spr, 1364885
tkc, 1071321
rnw, 1848763
agi, 1178819
mlco, 1381640
dbc, 1328237
